aligned_effect,alpha,base_ordered_score,basis_domain,basis_train_kind,basis_train_n_items,basis_train_n_pairs,basis_train_n_prompts,delta_domain,delta_norm,direction_match,effect,expected_sign,full_size_aligned_effect,layer,match_abs_error,match_mode,max_principal_angle_deg,method,patch_site,patched_entropy,patched_ordered_score,projected_delta_norm,projected_norm_fraction,rank,recovery_vs_size_full,repeat,size_delta_raw,size_delta_z,size_direction,size_donor_side,size_pair_id,size_recv_side,source_match_delta_raw,source_match_delta_z,source_match_direction,source_match_domain,source_match_pair_id,subspace_overlap_with_size
0.25883075997282456,1.0,1.1694878619160765,size_in_domain,state_prompts,62,51,62,size,1317.1561279296875,1,0.25883075997282456,1.0,0.25883075997282456,20,0.0052540985499607284,domain_z,0.0,full_size,final_prompt_token,0.7465388746727531,1.428318621888901,1317.1561279296875,1.0,2560,1.0,0,1.3862943611198906,1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a,98.0,1.4675201389691188,b_to_a,temperature,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,1.0
0.0,1.0,1.1694878619160765,size_in_domain,state_prompts,62,51,62,size,0.0,0,0.0,1.0,0.25883075997282456,20,0.0052540985499607284,domain_z,0.0,sham,final_prompt_token,0.49894064682845424,1.1694878619160765,0.0,0.0,0,0.0,0,1.3862943611198906,1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a,98.0,1.4675201389691188,b_to_a,temperature,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,1.0
0.23934061164820553,1.0,1.1694878619160765,size_in_domain,state_prompts,62,51,62,size,1317.1561279296875,1,0.23934061164820553,1.0,0.25883075997282456,20,0.0052540985499607284,domain_z,0.0,size_basis_pca,final_prompt_token,0.745883615639446,1.408828473564282,952.7647094726562,0.7233498666329075,5,0.9246992578213449,0,1.3862943611198906,1.462266040419158,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_120_objects-vs-Scale_class_30_objects,a,98.0,1.4675201389691188,b_to_a,temperature,temp-v1_2-p045-freshly_served_tea-vs-freezer_air,1.0
0.23678482944026413,1.0,1.4356069447348225,size_in_domain,state_prompts,62,51,62,size,1036.6021728515625,1,-0.23678482944026413,-1.0,0.23678482944026413,20,0.06699232865307492,domain_z,0.0,full_size,final_prompt_token,0.5409186050346677,1.1988221152945584,1036.6021728515625,1.0,2560,1.0,0,-2.0794415416798357,-2.193399060628737,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b,-142.0,-2.126406731975662,b_to_a,temperature,temp-v1_2-p025-bath_water-vs-heated_oven_air,1.0
-0.0,1.0,1.4356069447348225,size_in_domain,state_prompts,62,51,62,size,0.0,0,0.0,-1.0,0.23678482944026413,20,0.06699232865307492,domain_z,0.0,sham,final_prompt_token,0.7516700396371012,1.4356069447348225,0.0,0.0,0,-0.0,0,-2.0794415416798357,-2.193399060628737,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b,-142.0,-2.126406731975662,b_to_a,temperature,temp-v1_2-p025-bath_water-vs-heated_oven_air,1.0
0.23552272938640306,1.0,1.4356069447348225,size_in_domain,state_prompts,62,51,62,size,1036.6021728515625,1,-0.23552272938640306,-1.0,0.23678482944026413,20,0.06699232865307492,domain_z,0.0,size_basis_pca,final_prompt_token,0.5387116328328209,1.2000842153484195,550.0662231445312,0.5306435173981626,5,0.9946698441076459,0,-2.0794415416798357,-2.193399060628737,a_to_b,a,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,b,-142.0,-2.126406731975662,b_to_a,temperature,temp-v1_2-p025-bath_water-vs-heated_oven_air,1.0
0.3254793770389959,1.0,1.2581363244531165,size_in_domain,state_prompts,62,51,62,size,1036.6021728515625,1,0.3254793770389959,1.0,0.3254793770389959,20,0.06699232865307492,domain_z,0.0,full_size,final_prompt_token,0.7519273589467035,1.5836157014921124,1036.6021728515625,1.0,2560,1.0,0,2.0794415416798357,2.193399060628737,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a,142.0,2.126406731975662,a_to_b,temperature,temp-v1_2-p025-bath_water-vs-heated_oven_air,1.0
0.0,1.0,1.2581363244531165,size_in_domain,state_prompts,62,51,62,size,0.0,0,0.0,1.0,0.3254793770389959,20,0.06699232865307492,domain_z,0.0,sham,final_prompt_token,0.6216191214240597,1.2581363244531165,0.0,0.0,0,0.0,0,2.0794415416798357,2.193399060628737,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a,142.0,2.126406731975662,a_to_b,temperature,temp-v1_2-p025-bath_water-vs-heated_oven_air,1.0
0.26046640618688777,1.0,1.2581363244531165,size_in_domain,state_prompts,62,51,62,size,1036.6021728515625,1,0.26046640618688777,1.0,0.3254793770389959,20,0.06699232865307492,domain_z,0.0,size_basis_pca,final_prompt_token,0.763466328167447,1.5186027306400043,550.0662231445312,0.5306435173981626,5,0.8002547152340197,0,2.0794415416798357,2.193399060628737,b_to_a,b,size-v2-iso_ratio-p0060-Scale_class_240_objects-vs-Scale_class_30_objects,a,142.0,2.126406731975662,a_to_b,temperature,temp-v1_2-p025-bath_water-vs-heated_oven_air,1.0
-0.007762787848314856,1.0,1.3409138081377272,size_in_domain,state_prompts,62,51,62,size,769.1632080078125,0,-0.007762787848314856,1.0,-0.007762787848314856,20,0.0572717319074324,domain_z,0.0,full_size,final_prompt_token,0.6774348122345842,1.3331510202894123,769.1632080078125,1.0,2560,1.0,0,0.6931471805599453,0.7311330202095789,a_to_b,a,size-v2-iso_ratio-p0090-Scale_class_120_objects-vs-Scale_class_240_objects,b,45.0,0.6738612883021465,b_to_a,temperature,temp-v1_2-p035-swimming_pool_water-vs-freezer_air,1.0
