abs_delta_rho,aligned_effect,bin,bin_hi,bin_lo,direction,direction_match,full_aligned_effect,pair_id,patch_fraction,recovery_vs_full,transfer_direction
5.85793315448346,0.1326977482917291,4,5.85793315448346,3.828641396489095,a_to_b,1,0.17027949284369592,size-v2-fictional_semantic-p0003-Type_F_dax_rods-vs-Type_A_dax_rods,0.305135457984817,0.7792937721134504,iso_to_fictional
5.85793315448346,0.2337421431438571,4,5.85793315448346,3.828641396489095,b_to_a,1,0.26445069326075776,size-v2-fictional_semantic-p0003-Type_F_dax_rods-vs-Type_A_dax_rods,0.5374847487370589,0.883877974611241,iso_to_fictional
3.828641396489095,0.1590578795224591,4,5.85793315448346,3.828641396489095,a_to_b,1,0.2864052835396429,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_C_dax_rods,0.3166341072584931,0.5553594457360737,iso_to_fictional
3.828641396489095,0.14976858493467549,4,5.85793315448346,3.828641396489095,b_to_a,1,0.1881465452779203,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_C_dax_rods,0.29814204947616424,0.7960209139819449,iso_to_fictional
4.0943445622221,0.19566441690436176,4,5.85793315448346,3.828641396489095,a_to_b,1,0.2676424782156801,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_D_dax_rods,0.4660707042160553,0.7310663770893845,iso_to_fictional
4.0943445622221,0.13220931876563635,4,5.85793315448346,3.828641396489095,b_to_a,1,0.18386000902983435,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_D_dax_rods,0.3149212885812732,0.7190759940851694,iso_to_fictional
5.135798437050262,0.15756085032548395,4,5.85793315448346,3.828641396489095,a_to_b,1,0.3026425304769693,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_E_dax_rods,0.3985013012308138,0.5206170133363794,iso_to_fictional
5.135798437050262,0.15735526078694262,4,5.85793315448346,3.828641396489095,b_to_a,1,0.1859906521949759,size-v2-fictional_semantic-p0008-Type_A_dax_rods-vs-Type_E_dax_rods,0.3979813262595,0.8460385451091675,iso_to_fictional
5.857933154483459,0.13119928588063323,4,5.85793315448346,3.828641396489095,a_to_b,1,0.14772640211444532,size-v2-fictional_semantic-p0008-Type_F_dax_rods-vs-Type_A_dax_rods,0.35573338732506316,0.8881234769326586,iso_to_fictional
5.857933154483459,0.14224467603304825,4,5.85793315448346,3.828641396489095,b_to_a,1,0.18399386325693845,size-v2-fictional_semantic-p0008-Type_F_dax_rods-vs-Type_A_dax_rods,0.38568182817877583,0.7730946756327981,iso_to_fictional
2.197224577336219,-0.022220909947829437,3,3.828641396489095,2.0794415416798357,a_to_b,0,-0.008039481731671572,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_A_dax_rods,-2.2561590083549445,2.7639729387393306,iso_to_fictional
2.197224577336219,-0.01921336678136254,3,3.828641396489095,2.0794415416798357,b_to_a,0,-0.014849949349533098,size-v2-fictional_semantic-p0015-Type_B_dax_rods-vs-Type_A_dax_rods,-1.9507936734531908,1.2938338259023512,iso_to_fictional
3.828641396489095,0.262364744173764,4,5.85793315448346,3.828641396489095,a_to_b,1,0.39510404720940495,size-v2-fictional_semantic-p0015-Type_C_dax_rods-vs-Type_A_dax_rods,0.38400233498349257,0.6640396270977978,iso_to_fictional
3.828641396489095,0.2387460321223327,4,5.85793315448346,3.828641396489095,b_to_a,1,0.47643332167964947,size-v2-fictional_semantic-p0015-Type_C_dax_rods-vs-Type_A_dax_rods,0.3494335113192675,0.5011111130528018,iso_to_fictional
4.0943445622221,0.2813650986115763,4,5.85793315448346,3.828641396489095,a_to_b,1,0.427576844877684,size-v2-fictional_semantic-p0015-Type_D_dax_rods-vs-Type_A_dax_rods,0.38737817856155904,0.6580456869502974,iso_to_fictional
4.0943445622221,0.2265465842454486,4,5.85793315448346,3.828641396489095,b_to_a,1,0.5080592327434656,size-v2-fictional_semantic-p0015-Type_D_dax_rods-vs-Type_A_dax_rods,0.31190507848130794,0.4459058504303154,iso_to_fictional
5.135798437050262,0.24149815760711246,4,5.85793315448346,3.828641396489095,a_to_b,1,0.380123431101425,size-v2-fictional_semantic-p0015-Type_E_dax_rods-vs-Type_A_dax_rods,0.41360447961717384,0.6353151051682359,iso_to_fictional
5.135798437050262,0.22929983529835907,4,5.85793315448346,3.828641396489095,b_to_a,1,0.45247238793540134,size-v2-fictional_semantic-p0015-Type_E_dax_rods-vs-Type_A_dax_rods,0.39271288855616643,0.506770891246287,iso_to_fictional
